Loan_ID,Business_Type,Repayment_Frequency,City_Tier,Repeat_Borrower,Group_Loan,Loan_Amount,Interest_Rate_pct,Tenure_Months,Income_Monthly,Credit_Score,Collateral_Value,Distance_to_Branch_km,Financial_Literacy_Score,Repayment_Time_Days
L809304,Food Stall,Monthly,Tier3,1,0,112134.89,20.13,16,70035.19,646.0,23582.39,5.5,71.6,464.3
L809181,Food Stall,Biweekly,Tier2,1,0,47493.52,18.7,12,63510.16,675.0,34044.64,2.9,52.8,343.4
L805093,Farming,Biweekly,Tier2,1,1,60542.13,8.0,11,65730.48,610.0,,8.1,76.8,273.4
L807901,Handicraft,Weekly,Tier3,1,1,112292.9,16.75,18,35178.23,661.0,59301.55,4.8,54.7,517.5
L806539,Farming,Monthly,Tier2,0,0,58901.14,24.0,22,62997.89,633.0,18104.39,4.8,43.6,662.4
L803867,Tailoring,Monthly,Rural,0,1,124973.42,22.8,10,21856.58,583.0,68467.36,10.6,64.8,302.0
L805359,Grocery,Weekly,Rural,1,0,620391.9328994069,19.88,24,50501.05,705.0,63333.63,5.4,72.7,1216.2316832157699
L801362,Handicraft,Weekly,Tier2,1,1,51598.2,16.94,10,64127.98,708.0,16281.22,3.4,74.0,239.9
L806988,Grocery,Weekly,Tier2,0,0,52540.86,17.71,14,36932.31,645.0,29835.67,2.9,47.6,386.8
L803786,Handicraft,Monthly,Rural,1,1,72772.13,21.31,18,54799.05,687.0,16436.82,6.7,68.8,532.9
L808657,Farming,Monthly,Tier3,0,1,47333.48,15.17,11,32541.29,733.0,0.0,6.2,53.9,308.9
L802542,Farming,Weekly,Tier3,0,0,98958.31,14.07,10,50307.55,686.0,59519.67,4.7,72.6,240.3
L801662,Food Stall,Monthly,Tier2,0,0,50694.49,19.06,4,33701.6,691.0,0.0,0.8,51.2,124.4
L806576,Grocery,Weekly,Tier1,0,1,31164.98,21.02,10,17110.19,648.0,22942.5,5.9,64.5,280.2
L806026,Services,Weekly,Tier2,0,1,47523.22,8.64,11,35686.97,656.0,34207.75,6.7,84.0,314.0
L809084,Farming,Weekly,Tier1,1,0,39220.06,10.12,9,21287.0,675.0,34084.21,1.5,58.2,248.7
L804174,Grocery,Monthly,Tier3,0,1,83713.85,20.52,16,23393.21,670.0,0.0,7.2,45.5,489.2
L804359,Tailoring,Monthly,Tier3,1,1,45275.38,18.48,12,31655.64,765.0,14828.14,3.9,78.2,299.1
L801525,Handicraft,Monthly,Rural,1,1,147643.27,20.64,8,41853.99,670.0,4108.56,7.4,82.0,219.7
L807549,Grocery,biweekly,Tier1,0,0,67620.16,20.91,18,32262.48,617.0,28430.74,6.2,56.4,520.9
L807805,Services,monthly,Tier2,0,1,244424.52,14.7,19,15511.68,679.0,40729.74,2.1,98.8,575.2
L801467,Food Stall,Biweekly,Tier3,1,1,55442.98,8.81,13,28273.86,712.0,29217.07,3.8,98.4,334.7
L803222,Grocery,Monthly,Rural,0,0,76740.06,9.13,15,12659.08,685.0,15608.61,6.1,44.5,450.9
L807725,Food Stall,Biweekly,Tier3,1,0,101109.8,26.87,22,50695.69,657.0,53574.57,6.5,59.8,647.5
L801868,Farming,Weekly,Tier3,0,1,92001.73,11.8,17,38707.86,685.0,0.0,3.3,65.9,495.6
L800440,Handicraft,Monthly,Tier2,0,0,26917.56,17.24,15,41766.52,706.0,19480.9,4.1,54.7,421.8
L801859,Farming,Weekly,Rural,0,0,34465.63,21.22,14,,632.0,11177.97,5.5,43.0,428.3
L805509,Services,Monthly,Tier2,0,0,113692.22,19.31,12,16550.97,720.0,71972.01,3.8,44.4,336.5
L806536,Grocery,Biweekly,Rural,0,1,96833.39,19.35,15,28565.85,653.0,26947.7,3.9,74.1,434.4
L808948,Farming,Monthly,Tier1,0,0,54113.32,17.83,22,62444.73,670.0,14554.4,3.7,44.7,661.9
L801298,Farming,Weekly,Tier3,0,1,138908.39,19.73,15,39092.75,667.0,3560.22,2.9,60.7,408.2
L800366,Services,Weekly,Tier1,0,1,60413.34,24.14,9,48220.13,728.0,28178.35,5.5,52.9,238.0
L807335,Tailoring,Biweekly,Tier1,0,0,39970.03,14.96,19,11100.35,728.0,14854.76,4.4,78.6,560.5
L809124,Grocery,Weekly,Tier2,1,1,119082.04,12.74,12,35288.58,676.0,11190.26,5.8,81.0,343.2
L807444,Grocery,Weekly,Tier1,1,0,200656.96,13.78,10,59811.74,636.0,84940.51,4.1,78.5,241.6
L808897,Farming,Biweekly,Tier1,1,0,73004.8,17.9,6,61734.13,578.0,15037.78,5.7,53.6,132.8
L806157,Farming,Biweekly,Rural,0,1,42721.05,9.29,13,,639.0,18146.34,4.7,46.6,380.9
L801765,Tailoring,Monthly,Tier1,1,1,66904.18,18.2,7,29225.77,675.0,26406.98,1.7,75.0,183.1
L800094,Farming,Weekly,Tier3,0,1,98031.99,18.52,10,77157.78,684.0,76963.39,0.0,81.1,246.6
L806266,Farming,Weekly,Tier3,0,0,316513.91,21.29,13,85509.3,722.0,123529.68,1.6,79.0,328.3
L807460,Farming,Monthly,Tier2,0,1,79486.98,20.02,14,46507.2,769.0,2692.91,7.3,71.6,388.9
L807698,Food Stall,Weekly,Tier3,0,1,126770.99,20.79,21,53779.77,661.0,115398.49,6.3,62.8,602.8
L804646,Food Stall,Weekly,Tier3,0,0,225349.91,15.67,23,49369.11,594.0,83280.12,3.1,56.3,659.0
L803826,Farming,Biweekly,Tier2,0,1,31394.37,12.41,12,52633.81,647.0,8039.13,4.0,64.7,351.3
L803072,Handicraft,Monthly,Tier3,0,1,96549.79,17.38,15,75416.32,639.0,65295.86,5.3,81.6,427.1
L809023,Tailoring,Biweekly,Tier3,0,0,12857.14,24.45,16,17350.74,501.0,5313.41,4.0,81.1,454.2
L809139,grocery,Weekly,Tier2,0,1,50885.54,17.44,14,17747.73,536.0,3300.51,6.5,59.6,418.4
L805772,Food Stall,Weekly,Tier3,0,1,118058.46,18.22,15,47602.26,625.0,63435.8,6.1,41.9,435.7
L806665,Grocery,Weekly,Tier2,0,1,55316.97,21.21,23,58545.84,648.0,24412.39,9.5,66.9,657.0
L800666,Farming,Biweekly,Tier2,1,1,112471.35,13.43,12,56894.11,765.0,11327.77,5.7,92.1,286.6
L808660,Food Stall,Monthly,Tier1,0,1,44960.87,13.22,9,20263.08,708.0,27696.98,0.1,64.0,264.2
L809459,Grocery,Monthly,Tier1,1,0,129894.53,13.69,17,34825.8,642.0,20078.86,3.0,77.2,497.2
L803402,Grocery,Weekly,Tier2,0,1,185950.33,17.22,19,54865.22,714.0,5001.32,5.3,77.2,564.5
L800737,Farming,Weekly,Tier2,0,0,43917.28,18.52,12,59996.65,647.0,27345.05,4.6,68.5,335.0
L801729,Handicraft,Monthly,Rural,1,0,131766.79,19.18,13,21746.18,691.0,76736.57,4.8,69.3,400.5
L809554,Grocery,Monthly,Tier2,1,0,47226.17,13.8,15,67768.1,592.0,0.0,2.7,62.3,417.6
L804434,Grocery,Monthly,Tier3,1,0,72243.2,8.59,17,18403.3,683.0,25257.72,5.8,88.3,485.8
L806835,Grocery,Weekly,Tier2,1,0,48936.93,8.75,12,54514.67,690.0,44232.43,1.8,70.9,312.2
L809805,Services,Weekly,Tier2,0,1,64040.96,15.19,9,32076.32,715.0,0.0,5.1,77.6,238.9
L806555,Services,Weekly,Tier2,0,1,69350.83,20.97,7,33394.23,714.0,10666.24,1.8,66.0,193.7
L802252,Farming,Monthly,Tier1,0,1,48678.4,23.88,15,39262.94,672.0,9007.7,3.6,64.0,400.9
L808792,Farming,Weekly,Tier1,0,1,78814.33,16.56,15,32297.8,596.0,22155.95,7.1,56.1,450.5
L804150,Food Stall,Weekly,Tier3,0,0,67247.41,21.2,22,49817.98,595.0,15587.17,0.1,76.8,631.9
L800404,Services,Biweekly,Tier2,0,0,28536.47,17.76,11,48233.76,685.0,3291.54,4.1,58.7,324.8
L805798,Services,Biweekly,Tier2,1,1,45946.19,14.75,22,42806.84,643.0,23818.2,3.3,87.5,624.9
L808936,Handicraft,Weekly,Tier2,0,0,62607.22,14.31,21,28224.54,642.0,0.0,3.8,68.5,602.1
L801601,Handicraft,Monthly,Tier1,1,1,54480.58,15.42,8,62376.12,778.0,3590.5,6.5,86.8,185.1
L806824,Farming,Biweekly,Tier2,0,1,98399.06,18.97,18,7107.42,660.0,35545.95,6.7,50.7,553.9
L802566,Tailoring,Weekly,Tier3,0,1,134247.62,13.62,16,43720.27,621.0,66841.36,3.9,75.9,456.6
L801378,Food Stall,Weekly,Tier2,0,0,100727.63,14.16,25,55762.92,596.0,38573.59,5.3,45.7,705.5
L803984,Tailoring,Biweekly,Tier3,0,0,27466.79,18.52,21,16898.22,647.0,0.0,0.5,43.5,645.6
L802928,Grocery,Weekly,Tier3,0,1,131124.71,15.72,14,36635.06,579.0,59976.63,0.3,50.7,417.1
L804557,Farming,Weekly,Tier2,0,1,139209.54,17.58,9,46870.45,734.0,40153.84,2.2,78.9,209.1
L806323,Grocery,Biweekly,Tier2,0,0,125452.41,12.8,10,43858.11,615.0,65933.63,6.0,79.1,270.1
L806557,Handicraft,Weekly,Tier2,0,1,22620.21,16.87,9,44736.73,680.0,6102.53,1.3,66.0,223.1
L804522,Grocery,Weekly,Tier2,1,1,52263.58,15.06,9,38809.99,742.0,14050.78,3.1,86.4,228.8
L802070,Farming,Biweekly,Tier2,0,0,72995.69,18.98,10,50232.61,618.0,10546.55,4.0,80.2,281.8
L806614,Services,Biweekly,Tier3,1,0,93904.93,20.92,19,27540.77,598.0,15810.66,7.1,77.3,547.9
L801129,Farming,Weekly,Tier3,0,1,79563.95,11.75,18,46806.79,592.0,27482.12,0.7,60.9,484.7
L807162,Grocery,Biweekly,Tier3,0,1,59334.3,13.2,11,38030.54,685.0,7885.48,3.3,65.9,327.4
L806551,Tailoring,monthly,Tier3,1,1,51083.68,20.16,16,48045.79,686.0,19558.41,0.1,90.6,423.1
L803155,Tailoring,Monthly,tier2,0,0,90146.69,15.32,17,41858.28,597.0,0.0,1.1,69.8,488.9
L804424,Services,Weekly,Tier3,0,0,59852.66,14.82,18,36409.77,716.0,37941.72,5.4,72.5,529.2
L808216,Farming,Monthly,Rural,1,1,318703.86350028956,18.96,15,38351.12,655.0,0.0,4.5,80.9,449.6
L803098,Farming,Weekly,Rural,0,1,42297.84,8.38,14,46911.49,660.0,24167.3,3.1,72.3,350.0
L808088,Food Stall,Biweekly,Tier1,1,0,26905.21,14.23,13,34027.67,607.0,14317.09,5.5,70.5,345.1
L807745,Grocery,Biweekly,Rural,1,1,38355.51,19.05,9,4000.0,600.0,17384.59,7.8,59.7,251.4
L803059,Farming,Biweekly,Tier3,1,1,28484.42,17.59,12,14749.84,701.0,14718.4,3.6,82.1,344.6
L808018,Services,Weekly,Rural,0,1,58546.39,20.67,10,7679.59,603.0,11963.27,4.8,77.3,299.7
L801355,Tailoring,Weekly,Rural,1,0,37613.72,19.96,21,62544.77,638.0,0.0,6.9,66.0,587.9
L807235,Handicraft,Weekly,Tier2,1,1,45026.13,13.67,3,35938.02,700.0,22655.36,4.5,77.3,58.3
L801150,Handicraft,Weekly,Tier1,0,0,27500.22,14.06,19,21028.09,764.0,,3.2,71.9,555.9
L807510,Farming,Weekly,tier2,1,1,49479.7,16.86,5,62510.75,626.0,18076.84,7.7,61.2,100.6
L809392,Food Stall,Weekly,Tier2,1,1,103406.26,17.68,17,5349.9,684.0,35684.34,4.3,72.2,493.7
L809125,Grocery,Monthly,Tier1,0,0,129724.44,16.59,19,49361.57,596.0,76146.11,3.5,49.7,558.9
L806556,Grocery,Monthly,Tier2,1,0,18652.65,18.44,19,26806.93,,9390.56,3.2,57.3,554.4
L802716,Grocery,Biweekly,Tier2,0,0,87639.09,27.06,6,41195.81,,49867.74,3.4,58.1,197.9
L800524,Farming,Biweekly,Tier2,1,1,19011.47,16.96,19,46072.09,654.0,6439.62,1.4,98.0,488.1
L807685,Farming,Monthly,Tier3,0,1,46185.73,13.01,12,57279.67,658.0,0.0,4.8,50.5,342.2
L804618,Food Stall,Weekly,Rural,1,0,14834.14,10.68,10,38820.4,815.0,4875.92,6.1,75.2,240.1
L805260,Services,Weekly,Tier3,0,1,165681.67,11.14,12,37345.86,772.0,45203.38,1.6,71.2,331.2
L807911,Handicraft,Biweekly,Tier3,0,1,110270.73,22.55,18,25977.36,747.0,38415.55,7.2,53.8,540.9
L809010,Grocery,Weekly,Tier3,1,1,105710.37,13.85,12,72064.6,,55578.45,2.7,72.5,274.7
L801690,Handicraft,Monthly,Tier3,0,0,138054.47,19.98,24,43485.89,635.0,12791.14,7.3,66.8,703.0
L807466,Grocery,Biweekly,Tier3,1,1,52985.63,12.14,9,33801.8,665.0,13153.11,5.7,85.0,226.8
L809638,Tailoring,Weekly,Tier3,0,1,65676.62,17.93,22,37052.26,652.0,16576.69,2.7,81.1,648.3
L807228,Tailoring,Weekly,Tier2,1,1,130460.28,13.93,10,28235.18,697.0,41428.84,7.0,77.0,316.6
L806962,Farming,Weekly,Tier1,1,1,90044.11,20.43,12,11139.18,701.0,43108.33,5.1,73.8,350.9
L809225,Handicraft,Biweekly,Tier2,0,1,62894.44,18.23,17,45369.77,619.0,30922.1,3.3,45.4,503.8
L805483,Grocery,Monthly,Rural,0,1,93916.01,15.83,17,56967.35,650.0,0.0,6.2,62.4,503.8
L808087,Services,Weekly,Tier2,1,1,58218.48,11.2,11,67874.35,676.0,3504.66,2.4,80.4,246.3
L804077,Grocery,Weekly,Tier2,0,0,66274.43,23.09,18,39785.69,626.0,37210.81,1.8,73.6,500.1
L803983,Farming,Weekly,Tier2,1,1,47651.74,16.47,11,35029.78,701.0,21925.81,7.0,79.4,289.5
L806912,Grocery,Monthly,Tier3,1,1,130117.3,16.85,17,21332.56,651.0,59309.29,5.0,55.8,513.1
L808704,Farming,Weekly,Tier2,0,0,47195.83,19.98,7,47438.35,622.0,5059.29,3.9,62.4,210.8
L809292,Tailoring,Monthly,Tier1,1,1,78176.02,22.32,10,4000.0,748.0,21749.04,5.7,70.6,303.4
L803407,Tailoring,Weekly,Tier3,0,1,110144.52,16.66,11,11088.55,651.0,,6.1,45.5,322.3
L809231,Grocery,Monthly,Tier1,0,1,111061.2,24.56,18,63048.39,554.0,0.0,5.4,65.7,522.8
L804364,Grocery,Monthly,Tier1,0,1,28481.21,12.69,11,51800.9,752.0,14931.1,2.9,72.4,310.9
L803115,Food Stall,Monthly,Rural,1,0,20140.65,12.53,17,83963.14,664.0,4311.4,5.1,68.8,476.0
L803149,Handicraft,Monthly,Tier2,0,0,32451.62,25.05,18,36100.42,639.0,17031.7,0.9,64.2,523.2
L807499,Farming,Biweekly,Tier1,0,0,152420.3,11.62,3,48640.97,575.0,17930.35,3.4,59.6,74.0
L801472,Services,Biweekly,Tier3,1,1,69785.96,15.07,10,52855.63,609.0,25410.18,3.4,68.2,277.8
L805818,Grocery,Weekly,Tier2,1,1,105075.89,15.67,16,29593.79,691.0,55564.6,5.0,60.3,433.4
L801573,Grocery,Weekly,Tier1,0,1,168451.13,21.17,18,15292.45,589.0,100557.3,6.3,85.5,520.5
L805765,Farming,Monthly,Tier2,0,1,30060.13,21.83,20,20680.49,590.0,0.0,5.8,70.2,647.5
L808490,Grocery,Weekly,Tier3,0,1,20118.24,16.81,15,10537.18,674.0,0.0,2.5,45.4,413.2
L805802,Services,Weekly,Tier3,1,1,18754.63,8.53,21,24285.8,605.0,5296.68,6.2,97.4,598.9
L807680,Grocery,Biweekly,Rural,0,1,35047.22,8.15,20,56773.73,542.0,244.87,7.1,73.2,557.4
L800585,Farming,Weekly,Tier3,0,1,30098.99,14.94,12,40041.74,744.0,11484.02,5.6,66.5,324.1
L803251,Food Stall,Weekly,Rural,0,1,41581.22,9.15,22,36525.29,565.0,2149.71,5.0,60.1,615.9
L805660,Farming,Weekly,Tier2,0,0,84667.59,21.75,6,40836.76,580.0,32980.43,3.4,63.6,142.4
L809866,Farming,Biweekly,tier3,0,0,92830.96,21.29,19,15209.71,666.0,,4.7,68.9,562.5
L809547,Grocery,Weekly,Tier3,0,0,203102.07,21.7,23,32001.72,715.0,103272.9,3.5,50.7,676.7
L802747,Farming,Monthly,Tier2,0,1,155654.77,21.45,14,42430.75,740.0,11993.29,6.0,59.3,412.3
L806607,Handicraft,Weekly,Tier2,0,0,65295.89,21.48,3,71806.38,678.0,26504.91,6.1,70.3,140.37621950797916
L800098,Services,Weekly,Tier3,1,1,91048.81,10.69,12,41393.17,564.0,8909.86,6.4,73.0,341.4
L806671,Grocery,Monthly,Tier1,1,1,45037.82,19.71,9,59137.42,751.0,26229.02,0.0,86.0,174.2
L801369,Services,Biweekly,Tier3,0,1,212308.16878699572,14.55,15,69087.44,618.0,11856.08,0.8,80.3,406.3
L809366,Services,Weekly,Tier2,0,1,52706.5,18.04,19,54266.07,577.0,6129.68,1.4,71.7,523.8
L803283,Handicraft,Biweekly,Tier2,1,0,58367.86,17.5,3,50511.03,729.0,,6.2,73.2,64.2
L803043,Grocery,Weekly,Rural,0,0,77152.78,20.97,13,33623.81,600.0,0.0,6.4,58.0,380.8
L802281,Grocery,Biweekly,Tier2,0,1,44933.07,9.58,9,37318.66,597.0,6927.78,5.6,72.4,247.5
L801102,Services,Weekly,Tier2,1,0,34241.51,23.45,8,24306.76,730.0,9705.42,0.2,70.5,221.6
L801695,Tailoring,Biweekly,Tier2,0,0,204982.78,10.66,18,74369.14,714.0,52193.69,3.4,41.8,502.6
L802480,Grocery,Weekly,Tier3,1,0,79323.59,8.0,11,84730.78,646.0,11590.34,3.2,50.2,260.3
L805408,Tailoring,Biweekly,Tier3,1,0,53068.02,10.76,7,49200.89,,24420.86,3.3,49.2,178.1
L806257,Handicraft,Monthly,Tier2,0,0,92325.18,25.3,15,44571.89,594.0,25213.64,3.1,62.2,461.0
L806224,Tailoring,Weekly,Tier2,0,0,53429.41,23.3,9,29655.42,654.0,14042.56,1.6,60.6,281.2
L809063,Farming,Weekly,Tier2,1,1,25861.2,8.0,11,29102.35,648.0,6492.29,2.6,74.8,265.1
L807586,Farming,Monthly,Tier3,0,1,34556.0,15.32,20,73316.83,623.0,0.0,2.0,51.9,570.7
L802513,Services,Weekly,Tier1,0,1,37534.62,8.84,9,28289.81,673.0,20818.83,3.2,84.6,226.6
L805944,Handicraft,Monthly,Rural,0,1,48890.48,22.29,6,50224.26,662.0,19540.66,3.1,72.9,172.8
L803548,Grocery,Monthly,Rural,1,1,33175.96,25.66,18,23575.74,663.0,8228.46,4.9,100.0,505.7
L808700,Services,Weekly,Rural,0,0,87802.78,14.68,22,34056.69,694.0,40212.95,6.4,71.8,638.6
L800107,Grocery,Biweekly,Tier3,1,1,30575.46,9.33,14,4000.0,694.0,2729.41,2.4,83.4,397.8
L801562,Grocery,Monthly,Tier2,0,0,40715.05,8.0,16,45340.72,619.0,24576.45,2.1,65.7,451.9
L809648,Services,Weekly,Tier1,0,1,48297.03,21.55,12,47281.99,649.0,0.0,3.2,75.5,306.9
L803230,Farming,Weekly,Tier3,0,0,63318.38,16.43,12,29941.56,687.0,16370.94,8.2,69.8,367.4
L805369,Food Stall,Monthly,Tier1,1,0,47952.04,21.57,16,59776.28,653.0,4416.9,4.5,78.6,438.9
L807796,Tailoring,Biweekly,Tier3,0,0,42178.16,19.79,18,39236.79,613.0,21425.2,5.7,56.5,523.8
L800617,Food Stall,Biweekly,Tier3,0,0,121214.06,17.92,9,38630.03,624.0,29560.51,2.1,78.9,244.4
L806397,Farming,Weekly,Tier3,0,0,402987.6493069303,18.86,15,31052.75,606.0,109261.33,1.0,70.5,730.3687581488548
L808055,Farming,Biweekly,Tier1,1,0,71267.88,14.08,13,42950.57,647.0,25301.96,0.7,71.6,348.9
L802313,Services,Weekly,Rural,0,0,49745.06,17.89,9,47543.81,755.0,0.0,9.6,51.6,283.1
L800864,Tailoring,Biweekly,Tier2,0,1,71419.81,16.19,9,43889.27,537.0,12088.38,6.1,94.5,222.3
L802405,Food Stall,Biweekly,Rural,0,1,124077.15,21.99,11,40800.18,652.0,90253.92,3.2,65.3,295.5
L801413,Services,Monthly,Tier3,1,1,95798.31,14.66,8,30737.25,723.0,0.0,3.3,73.3,191.6
L801939,Handicraft,Weekly,Tier2,1,0,129890.27,20.12,18,49284.7,644.0,17122.3,4.8,91.9,522.4
L805844,Food Stall,Weekly,Tier2,0,1,74913.26,13.53,22,62129.05,768.0,26099.81,1.5,49.5,620.1
L808624,Food Stall,Biweekly,Tier1,0,0,39104.87,17.37,11,56075.35,595.0,4556.38,1.8,55.1,300.7
L808771,Tailoring,Biweekly,Rural,1,0,47863.44,19.57,19,53913.26,593.0,11405.36,6.0,83.0,530.5
L808451,Farming,Weekly,Rural,1,1,41595.99,16.35,9,65195.41,638.0,19156.85,10.0,73.7,211.0
L801533,Farming,Biweekly,Tier3,1,1,55730.23,10.9,12,31478.04,712.0,10018.56,4.8,65.3,312.0
L804605,Farming,Weekly,Tier1,1,1,147013.57,15.57,18,35370.22,698.0,50444.52,3.7,75.2,525.8
L807600,Grocery,Weekly,Tier3,1,1,56755.48,12.16,11,61068.0,699.0,0.0,5.3,83.2,266.9
L804484,Farming,Monthly,Tier3,1,1,303634.3100023244,8.25,11,27395.05,648.0,28129.6,3.8,70.5,302.6
L805386,Farming,Biweekly,tier2,1,0,18137.46,18.2,10,51286.51,658.0,3655.83,1.5,73.1,273.9
L803622,Services,Weekly,Tier1,1,0,88261.59,17.59,7,53674.49,664.0,32917.99,3.4,55.6,156.9
L803355,Grocery,Weekly,Tier1,1,0,146864.59,8.0,11,,697.0,62049.82,7.3,57.8,306.0
L807189,Food Stall,Weekly,Tier1,1,1,42747.55,20.27,14,50377.42,586.0,14525.91,1.3,94.3,335.1
L802528,Farming,Weekly,Tier2,0,1,40702.22,18.13,15,62560.74,623.0,22555.92,5.5,70.7,405.5
L808331,Services,Biweekly,Tier1,1,1,80212.36,18.32,19,5621.31,700.0,35339.66,5.5,83.2,561.0
L803562,Services,Biweekly,Tier3,1,1,56238.88,19.3,7,35709.12,652.0,33091.55,2.2,85.5,163.4
L807501,Tailoring,Biweekly,Rural,0,1,71945.89,22.89,9,42100.96,604.0,24511.91,8.4,75.9,235.4
L808547,Services,Weekly,Tier3,1,1,56958.36,13.57,11,,745.0,17328.93,1.1,77.3,259.7
L802733,Grocery,Weekly,Tier3,1,1,46924.48,18.16,3,45065.79,589.0,11582.88,5.4,91.6,59.5
L808509,Food Stall,Monthly,Tier2,0,1,79683.08,17.48,13,52347.93,722.0,103.87,5.6,50.8,380.7
L807139,Grocery,Weekly,Tier1,0,1,17986.05,19.68,9,7673.24,643.0,3893.03,5.9,71.5,254.0
L808740,Tailoring,Monthly,Tier3,0,1,53045.82,17.83,17,29424.35,706.0,3920.84,3.1,68.5,495.4
L804787,Farming,Biweekly,Tier3,0,1,35788.83,20.1,13,51856.34,622.0,2704.0,3.4,66.7,364.1
L808544,Grocery,Weekly,Rural,1,1,36582.8,26.83,8,34895.67,688.0,1425.98,4.5,76.6,217.6
L803165,Food Stall,Weekly,Tier2,1,0,66567.07,8.0,10,4000.0,655.0,35108.33,5.3,73.2,299.1
L808155,farming,Weekly,Tier3,0,0,90121.35,18.59,16,,,26910.45,4.0,79.8,437.7
L801282,Tailoring,Weekly,Tier3,1,0,113227.0,19.82,9,,661.0,33594.19,8.3,78.4,244.5
L808303,Tailoring,Weekly,Tier2,0,0,61718.84,15.77,15,44734.69,652.0,0.0,3.3,58.8,427.1
L801020,Farming,Weekly,Tier3,1,1,151773.63,11.89,16,,679.0,35399.31,4.3,42.6,433.0
L807300,Farming,Weekly,Tier3,1,1,107941.01,10.08,13,55927.56,571.0,22531.38,2.9,83.4,361.0
L805858,Grocery,weekly,Tier3,1,1,61810.33,16.74,3,5726.18,741.0,22214.71,5.2,57.0,68.9
L806192,handicraft,Biweekly,Tier3,1,1,56028.67,19.88,7,31495.79,608.0,37290.97,2.1,78.8,173.7
L808128,Tailoring,Biweekly,Rural,0,0,42820.06,13.96,18,33987.76,701.0,,4.5,47.4,537.5
L803785,Farming,Biweekly,Tier2,0,1,40625.23,20.5,8,60557.76,651.0,11436.28,4.6,56.7,214.1
L801940,Farming,Weekly,Tier2,1,0,32391.77,15.14,14,30344.66,706.0,7917.17,5.1,75.0,360.9
L802618,Food Stall,Weekly,Tier3,1,1,20299.07,21.71,16,67550.13,683.0,0.0,2.6,57.6,436.9
L803007,Grocery,Weekly,Tier1,1,0,153387.24,21.55,7,12382.91,733.0,46621.5,4.3,63.6,196.5
L806035,Handicraft,Biweekly,Tier2,0,1,97511.13,17.35,17,84973.45,649.0,49739.53,6.1,89.3,459.8
L807194,Handicraft,Monthly,Tier3,0,0,37168.65,19.76,8,30309.24,656.0,3058.74,3.6,72.5,229.7
L805092,Farming,Weekly,Tier3,0,0,443505.7067952744,15.49,10,50142.29,673.0,98426.76,3.7,51.7,294.7
L802126,Services,Monthly,Tier3,1,1,121670.16,13.6,19,40025.39,674.0,81412.92,4.5,78.3,541.1
L803151,Grocery,Monthly,Tier3,0,1,60053.0,20.24,12,19444.34,544.0,19351.46,3.8,88.5,350.2
L808287,Grocery,Biweekly,Rural,0,0,91904.97,21.64,13,38200.95,609.0,27721.02,8.2,60.4,388.6
L809898,Handicraft,Weekly,rural,0,1,54580.72,23.62,14,42762.0,681.0,29917.88,7.2,67.6,399.2
L805429,Handicraft,Monthly,Tier2,0,0,41938.84,23.36,12,35204.8,720.0,7316.93,6.5,27.2,373.8
L801715,Tailoring,Weekly,Tier3,1,1,65255.88,8.18,13,52008.55,513.0,0.0,3.4,82.7,325.0
L806606,Handicraft,Monthly,Tier3,0,0,144544.14,17.92,7,36924.88,612.0,67759.29,3.2,59.9,168.2
L802197,Farming,Biweekly,Tier2,0,0,32657.71,19.25,3,45080.34,616.0,14218.0,5.5,43.6,71.7
L806411,Handicraft,Weekly,Tier3,0,1,28821.1,17.69,6,32114.57,684.0,12694.01,4.3,67.4,162.2
L809842,Services,Weekly,Tier1,1,0,308410.31,8.0,11,41947.83,610.0,117650.06,7.1,99.9,299.8
L805786,Food Stall,Monthly,Tier1,0,1,104897.58,19.06,18,,710.0,18667.41,5.7,94.9,514.3
L802584,Services,weekly,Tier2,1,1,28523.46,16.12,11,36713.6,792.0,17349.62,5.1,77.6,311.4
L807281,Tailoring,Biweekly,Tier2,0,1,157671.22,15.47,16,33279.36,667.0,34246.87,3.0,74.9,441.5
L804652,Services,Weekly,Tier3,0,0,69936.28,17.9,20,37331.32,635.0,32805.38,2.8,42.6,566.3
L801951,Handicraft,Monthly,Tier1,0,0,104327.1,12.03,19,20191.44,594.0,0.0,2.1,59.7,536.0
L802785,Tailoring,Weekly,Tier3,1,0,20050.45,8.0,13,19696.02,627.0,1259.03,5.8,77.3,340.4
L801426,Grocery,Weekly,Tier2,0,1,30041.86,22.6,14,32391.43,603.0,18458.98,0.8,61.2,415.9
L800274,Services,Weekly,Tier2,0,1,130640.72,24.13,22,52535.35,664.0,0.0,4.0,88.8,620.2
L807583,Handicraft,Weekly,Tier2,0,0,55847.23,18.38,12,73429.82,708.0,33182.03,5.8,76.3,300.5
L809061,Tailoring,Weekly,Rural,0,0,151179.72,18.39,16,47807.94,523.0,0.0,6.0,53.5,456.5
L807516,Tailoring,Biweekly,Tier1,0,1,73215.03,14.42,21,43147.32,619.0,19126.87,2.8,74.0,589.0
L804577,Tailoring,Monthly,Rural,0,1,26500.54,14.76,16,26802.11,591.0,14858.71,7.4,63.3,459.6
L804083,Services,Weekly,Tier2,0,1,63953.43,27.78,11,36164.69,667.0,8934.19,4.2,62.0,316.5
L802246,Grocery,Weekly,Tier3,0,1,70389.58,12.61,10,45836.44,678.0,0.0,2.3,56.3,273.0
